,latitude,longitude,status_group
104,-3.21646394,37.17489041,functional
105,-3.56996907,37.61640658,functional
106,-3.26949691,33.69790014,functional
107,-3.0251057,31.767300899999995,non functional
108,-7.71054858,35.63048144,non functional
109,-9.1306743,33.80508085,functional
110,-3.33074309,36.90832887,non functional
111,-3.3445666,36.87553547,functional
112,-3.26790435,31.48904738,functional
113,-9.26648533,33.23267014,functional
114,-6.37279744,36.55702857,non functional
115,-1.08048548,31.66327256,non functional
116,-6.82950072,37.48747402,functional
117,-2.06349369,33.35647131,non functional
118,-2.02266257,34.44864527,functional
119,-5.5923447,37.02381013,non functional
120,-9.3449213,34.22303933,non functional
121,-1.42926609,31.57239755,functional
122,-2.77016894,31.4647567,non functional
123,-2.55618033,36.77862138,functional
124,-9.29061569,33.87310388,functional
125,-5.06726885,32.071081,non functional
126,-5.18676616,34.71064345,functional
127,-9.31731152,34.64835709,functional
128,-3.77939282,32.95155946,non functional
129,-2.69044203,32.99370088,non functional
130,-2.93012242,31.6012707,functional
131,-3.49366766,36.84150658,functional
132,-8.68481006,33.86126585,functional
133,-4.07660522,32.54432125,functional
134,-4.4646702000000005,38.32726235,functional
135,-9.69622598,34.68859705,functional
136,-9.09504292,32.41352249,non functional
137,-10.13363156,39.88898115,non functional
138,-3.06136744,31.19411613,functional
139,-2.78450823,31.64732214,functional
140,-9.59608383,33.86084491,non functional
141,-6.771698700000001,37.82346185,functional
142,-5.41803094,32.78502522,non functional
143,-6.29976667,37.44310991,functional
144,-6.86199999,37.88687839,non functional
145,-6.89259326,39.1857105,functional
146,-1.59857903,31.65326799,non functional
147,-8.91132497,34.98887131,functional
148,-10.02772132,39.6002343,non functional
149,-8.69424705,34.35839958,functional
150,-1.24644694,34.45547821,functional
151,-8.77994557,33.78421925,functional
152,-6.98874758,39.52711433,non functional
153,-1.72068493,34.56387749,non functional
154,-4.46052001,29.80857829,functional
155,-10.91557638,37.41877342,non functional
156,-8.928838699999998,33.54480544,functional
157,-3.64330972,32.17244285,non functional
158,-3.12214007,34.08915375,functional
159,-9.70159734,39.55938321,functional
160,-8.86866011,34.94546531,functional
161,-8.68875072,32.06591365,non functional
162,-8.84136926,34.68050209,functional
163,-4.52564753,30.26413388,functional
164,-2.54645921,33.16358148,functional
165,-5.32212056,35.0800974,functional
166,-4.42476057,33.43789893,functional
167,-5.10070113,30.90475149,non functional
168,-2e-08,0.0,functional
169,-10.9753631,39.08229758,functional
170,-10.73055089,35.98642477,functional
171,-7.80637606,31.7799078,non functional
172,-6.45446888,38.33493265,functional
173,-8.12006358,36.70397575,functional
174,-6.64260892,36.70991445,non functional
175,-8.17864388,31.52365762,functional
176,-3.81945703,35.7005422,functional
177,-2e-08,0.0,non functional
178,-9.07440778,33.20344175,functional
179,-5.17227682,38.76743559,non functional
180,-7.85014451,35.63419525,functional
181,-7.90660636,39.67094346,functional
182,-3.18469585,36.8272342,functional
183,-8.68938706,32.06802448,non functional
184,-7.78306327,39.8543204,functional
185,-8.08918663,35.76391894,functional
186,-8.43639754,33.01476219,non functional
187,-1.13959123,31.51225219,functional
188,-8.93211477,33.72402918,non functional
189,-8.82993517,33.85161987,functional
190,-4.89751605,34.88475031,non functional
191,-8.51078169,34.95840922,functional
192,-8.19550192,35.2725042,functional
193,-6.60873088,38.34276796,non functional
194,-9.12973959,34.71600987,functional
195,-10.60671713,39.77883219,functional
196,-4.36699297,37.89233459,functional
197,-3.08465534,37.59718978,non functional
198,-2.15235319,33.50998861,non functional
199,-3.72624692,33.78466711,non functional
200,-2.54922891,30.75176889,functional
201,-4.49407781,34.89458362,non functional
202,-9.20451104,34.89930829,functional
203,-8.83707693,34.920323100000005,functional
204,-2.5554993,30.49985221,non functional
205,-1.33162743,31.77582328,non functional
206,-9.01509636,32.85025146,functional
207,-3.36937009,36.78231907,functional
208,-6.63641192,38.23544422,non functional
209,-3.25083059,35.88015611,functional
210,-8.91716508,34.5688417,non functional
211,-9.52747959,33.82643865,non functional
212,-5.56948805,30.35823687,non functional
213,-9.31914172,33.24244114,non functional
214,-4.14888473,37.82287905,non functional
215,-9.61165417,33.93868915,non functional
216,-3.40154092,37.35509612,non functional
217,-3.81255032,33.10016187,functional
218,-3.2526794,36.65057433,functional
219,-9.03216574,33.10623082,non functional
220,-4.67802251,34.96353666,functional
221,-4.43495404,37.95878138,non functional
222,-3.34985393,36.97044487,non functional
223,-4.59970578,29.88356158,functional
224,-6.70497547,38.93735313,non functional
225,-2.07269915,33.35805782,functional
226,-6.01081035,37.08879175,functional
227,-4.74212404,34.64498869,functional
228,-3.64794666,32.16614798,functional
229,-2.84922488,32.91684591,functional
230,-5.13246175,38.4687019,functional
231,-2.07363796,33.00023911,non functional
232,-4.64321463,34.98778437,non functional
233,-10.99280378,39.33063258,non functional
234,-4.50268446,35.53081946,non functional
235,-8.95920754,33.333789,non functional
236,-4.20136566,33.2773436,non functional
237,-6.26635194,37.50789059,non functional
238,-8.568394699999999,33.0591187,non functional
239,-5.12551864,38.97388970000001,non functional
240,-6.09538776,36.83283068,non functional
241,-2.47636967,31.73311371,non functional
242,-6.03113722,35.62759083,non functional
243,-4.9549518,39.09126059,non functional
244,-7.91507677,35.06153079,functional
245,-1.31490138,31.80083428,non functional
246,-7.42197042,35.87761667,functional
247,-5.13617489,38.70152604,functional
248,-3.31993627,37.43964118,functional
249,-7.36829284,39.24417821,non functional
250,-8.72031632,34.63225535,functional
251,-10.57239234,38.79470824,functional
252,-3.2649629,37.5816604,non functional
253,-2e-08,0.0,non functional
254,-9.5043126,34.3039125,functional
255,-3.91165507,32.50515031,non functional
256,-2e-08,0.0,non functional
257,-10.37243798,39.76790839,non functional
258,-7.86001982,35.62422947,functional
259,-7.50921781,31.04447027,non functional
260,-1.29523982,31.45223354,non functional
261,-5.85530454,35.06630886,non functional
262,-6.32118,35.63768716,non functional
263,-3.75139073,33.0849318,non functional
264,-5.79362559,35.91196769,functional
265,-3.39285751,36.76604605,non functional
266,-4.43681809,30.12658076,non functional
267,-4.18247567,37.56451071,functional
268,-8.95958218,33.30381177,functional
269,-10.56479172,38.80660601,functional
270,-9.45005507,33.69121711,non functional
271,-5.630633,32.74750562,non functional
272,-8.81026548,32.71120577,functional
273,-3.83408324,33.06037263,functional
274,-3.79134872,30.5365143,functional
275,-11.16676157,34.73579846,non functional
276,-8.77905499,36.36552941,functional
277,-4.75461109,39.11013687,non functional
278,-3.69879186,37.67816216,functional
279,-7.68709583,31.35287524,non functional
280,-4.33258278,30.01709818,functional
281,-3.59108444,30.70845573,functional
282,-3.76408399,33.83495799,functional
283,-3.3307891000000005,36.65864318,non functional
284,-5.10506992,30.39148972,non functional
285,-2e-08,0.0,functional
286,-3.2217387000000004,37.29307888,non functional
287,-3.56849388,33.99969741,functional
288,-7.90807484,31.53969095,functional
289,-3.41197674,30.74937852,non functional
290,-6.89558991,37.59776312,non functional
291,-4.26244399,34.84539417,non functional
292,-3.17881406,36.90794506,functional
293,-3.30450464,35.73363834,functional
294,-3.30815036,37.37037474,functional
295,-5.97347421,35.86593887,functional
296,-10.84665973,39.73445071,non functional
297,-1.84987437,33.04857289,non functional
298,-9.24781007,32.6262126,non functional
299,-10.87666127,38.69103275,non functional
300,-2.50530793,30.51219714,functional
301,-2e-08,0.0,functional
302,-3.74548548,33.02122705,functional
303,-9.57524712,33.76897675,non functional
304,-4.38908379,33.43091711,functional
305,-3.15255484,31.87632762,non functional
306,-2e-08,0.0,functional
307,-9.3522683,33.59620292,non functional
308,-4.30052711,35.25506862,non functional
309,-7.9593708,39.68832862,non functional
310,-10.53104474,36.03263045,non functional
311,-8.87481184,33.61237059,non functional
312,-9.63286017,33.8783666,non functional
313,-1.28905466,30.71672742,non functional
314,-7.16541013,38.86287361,non functional
315,-3.59878746,30.4743807,non functional
316,-8.93900583,32.0258239,functional
317,-10.32095944,40.30198716,non functional
318,-5.10821911,38.78345753,non functional
319,-8.642195599999999,34.29424585,non functional
320,-10.28367558,40.11676805,non functional
321,-2e-08,0.0,non functional
322,-6.22393508,36.35396378,functional
323,-2e-08,0.0,non functional
324,-8.85092324,39.46211242,functional
325,-7.97201012,31.36602526,non functional
326,-2e-08,0.0,functional
327,-4.83944178,29.69182833,functional
328,-11.35532944,34.89217109,functional
329,-5.92990107,36.04584041,non functional
330,-9.94014777,38.36129061,non functional
331,-9.08290229,34.59648052,functional
332,-9.32481172,32.94752532,functional
333,-3.28863325,33.50643109,functional
334,-3.17625599,34.06791698,functional
335,-10.87676104,37.16959606,functional
336,-5.63404591,35.70202678,non functional
337,-9.21264691,34.41769364,non functional
338,-7.95071025,36.85533064,functional
339,-8.65868897,31.86585448,functional
340,-4.03006799,33.46782217,functional
341,-8.73986417,36.714157,functional
342,-6.23339413,36.55763103,non functional
343,-3.34459861,36.6901363,functional
344,-4.41280954,35.51442025,functional
345,-3.3144532,37.52655685,non functional
346,-2e-08,0.0,functional
347,-3.1465134,36.77188524,non functional
348,-11.10267439,34.65294448,functional
349,-6.84613413,38.189668,functional
350,-10.56919171,39.73442461,functional
351,-3.56223676,36.98516699,functional
352,-8.61393801,34.33972708,non functional
353,-4.77413286,30.03804351,functional
354,-5.04209532,34.67761089,non functional
355,-8.56654494,33.45691647,non functional
356,-3.52725556,36.83183178,non functional
357,-2.13334776,31.45298632,non functional
358,-8.95106078,33.72743813,non functional
359,-2.9594595,36.94719085,functional
360,-6.22015672,36.41670102,non functional
361,-5.84463878,37.04899808,non functional
362,-9.61540484,34.4015168,functional
363,-4.02026539,33.35584599,functional
364,-4.50371347,30.20482368,non functional
365,-7.69740663,36.95971049,functional
366,-3.36932707,36.84681264,functional
367,-2.15195843,33.46719471,functional
368,-4.8807539,33.10638261,functional
369,-8.13354916,36.65697271,functional
370,-2e-08,0.0,functional
371,-3.17692667,35.91834892,functional
372,-8.0823985,36.48669063,functional
373,-10.26251276,35.63182868,functional
374,-9.0613773,34.58307637,non functional
375,-8.14122174,39.18336934,non functional
376,-11.44710356,36.88414665,functional
377,-6.17159079,36.23490716,non functional
378,-11.3119134,36.96195662,non functional
379,-6.08425531,36.72938267,functional
380,-3.54812862,37.54983568,functional
381,-3.30046366,37.33476236,non functional
382,-3.3252079,35.66085777,functional
383,-2.97432722,34.21765613,functional
384,-8.81788385,36.35436543,functional
385,-10.45739934,35.33758379,functional
386,-7.45825658,33.42849515,non functional
387,-4.27140543,32.81860519999999,non functional
388,-3.58425942,36.68729462,functional
389,-9.87356716,34.50392432,functional
390,-2.6736728,33.31855816,functional
391,-8.86304324,32.04720198,non functional
392,-9.12297853,34.76969867,functional
393,-6.90254757,39.15988725,non functional
394,-3.26130463,37.51103348,non functional
395,-4.26978864,37.88913692,functional
396,-8.46718958,34.99999697,functional
397,-10.66709242,39.30951061,non functional
398,-10.99183394,36.04384037,non functional
399,-6.77130648,37.819264,functional
400,-10.92589018,38.11780585,non functional
401,-3.46538763,36.92693499,functional
402,-2.01163745,32.88066822,functional
403,-9.44602467,33.82500278,non functional
404,-2.99658524,33.09165496,non functional
405,-3.84954464,32.65185323,functional
406,-2.8630691,33.64477524,functional
407,-7.86736004,35.57900029,functional
408,-7.10013213,37.23667961,non functional
409,-11.44864298,37.32334128,functional
410,-7.36693972,30.62028881,non functional
411,-8.66717288,34.85214846,non functional
412,-7.13289579,36.93386583,non functional
413,-2.7845813,30.95668868,functional
414,-3.79164451,37.64666821,non functional
415,-9.72147456,34.47972070000001,non functional
416,-2.54770471,32.50846356,functional
417,-6.93801296,39.17840407,non functional
418,-11.30350354,34.83510749,functional
419,-6.8202965,37.06946585,functional
420,-3.39258445,37.48326369,functional
421,-3.20928183,37.0304035,functional
422,-6.72041799,39.04848579,non functional
423,-8.70124771,34.3749434,functional
424,-7.75992386,38.83957764,non functional
425,-3.2451682,37.35486229,non functional
426,-3.20935984,35.94500825,non functional
427,-1.21231446,31.82735182,non functional
428,-6.97320593,39.17884933,non functional
429,-8.8435735,33.24888389,functional
430,-3.29718526,37.27119332,functional
431,-3.80931874,33.01279745,non functional
432,-4.13690289,35.87087695,functional
433,-2e-08,0.0,functional
434,-9.17665663,33.54222258,non functional
435,-3.44935828,37.41089685,non functional
436,-3.30484906,36.65918148,functional
437,-3.6079163,33.46966096,non functional
438,-7.65826289,39.14943018,non functional
439,-1.2126409,31.61498498,functional
440,-9.61128322,37.97008233,non functional
441,-9.99109379,38.96698938,non functional
442,-7.85579928,36.89839974,non functional
443,-8.58236567,34.84505919,functional
444,-8.54589527,36.02607935,functional
445,-8.88165906,39.49151322,non functional
446,-8.75232028,33.44574404,functional
447,-2.82067589,33.52797453,functional
448,-4.87487688,29.82376296,functional
449,-9.26773755,33.88927158,functional
450,-10.90308413,39.57054828,non functional
451,-8.38308888,33.00045117,functional
452,-9.12239269,34.78207959,functional
453,-3.45504725,36.85403955,non functional
454,-3.83221112,33.81341932,functional
455,-11.13603413,38.24224578,functional
456,-8.08846585,36.69906756,non functional
457,-9.20234087,34.70473384,functional
458,-9.86254017,39.07821972,functional
459,-3.85714836,33.28236873,functional
460,-4.34519815,37.89366796,functional
461,-6.40813861,38.67500341,non functional
462,-1.63276881,31.52611967,functional
463,-3.1403549,30.87464627,functional
464,-3.12675292,37.63139468,functional
465,-3.02923374,35.68945716,functional
466,-11.09305121,37.17327799,non functional
467,-10.47927001,35.76409768,functional
468,-9.52034219,37.8425512,non functional
469,-5.59165039,38.51700167,non functional
470,-4.558200599999998,38.24712015,functional
471,-6.33743009,31.1714637,non functional
472,-3.79671202,33.46572835,functional
473,-8.31732974,36.68246487,functional
474,-2.54204907,30.7575028,functional
475,-9.49554502,34.77865965,non functional
476,-7.95432001,38.97994393,functional
477,-3.34432933,36.65124906,functional
478,-3.11107714,37.59859374,non functional
479,-5.14681033,34.03993717,functional
480,-2.90751657,36.25461787,non functional
481,-3.27751494,32.88151654,functional
482,-5.10792723,30.38713168,non functional
483,-3.35811482,36.67331251,non functional
484,-6.4395627,35.59538597,functional
485,-7.10135725,39.40299419,non functional
486,-3.59727464,36.66190504,non functional
487,-6.12962635,36.984230200000006,non functional
488,-3.0049507,37.07324427,functional
489,-9.50647981,35.00739367,non functional
490,-10.27672535,40.10847456,functional
491,-3.36690118,32.23969163,functional
492,-1.21680448,31.62715349,non functional
493,-10.21443688,36.13462601,functional
494,-3.69931833,33.92608597,non functional
495,-10.79699534,36.96560789,non functional
496,-4.36732057,37.88986452,non functional
497,-8.464787,35.00818338,functional
498,-10.80867395,39.00497633,non functional
499,-6.5532638,38.98411519,non functional
500,-9.2600308,35.14300047,functional
501,-7.102952,31.16922705,functional
502,-3.24751324,33.447801500000004,non functional
503,-7.09627911,39.43371534,non functional
504,-3.24463312,37.60416022,non functional
505,-3.64201467,30.83762891,non functional
506,-1.48524922,33.98362709,non functional
507,-3.52920727,36.77912479,functional
508,-7.66514101,31.55517538,non functional
509,-3.33966151,36.64845034,functional
510,-10.6347662,38.60065259,non functional
511,-4.50713784,30.10273337,non functional
512,-1.28454595,31.80724315,functional
513,-3.27581345,35.85723778,functional
514,-8.82142407,33.23896133,functional
515,-5.27095179,38.84415565,non functional
516,-4.50932743,34.82528843,functional
517,-3.36785133,36.7676484,functional
518,-3.7849058,33.12878044,functional
519,-4.6619485,38.24505193,functional
520,-3.18887189,37.20540435,functional
521,-2.67942163,33.60788087,functional
522,-9.08118607,35.09692286,functional
523,-10.92611097,38.11997743,non functional
524,-3.59574863,33.5328196,functional
525,-8.83605681,33.24316217,non functional
526,-10.29430628,40.18009415,non functional
527,-4.7494209000000005,38.34557798,functional
528,-9.83372178,39.58807065,functional
529,-7.16360762,35.75921856,functional
530,-3.86294405,33.05290406,functional
531,-8.96319839,36.76071536,functional
532,-6.5605825,38.89308551,non functional
533,-7.87280492,32.48621516,functional
534,-7.26866031,38.01900608,functional
535,-8.68427697,34.46501624,non functional
536,-4.38214578,35.33581003,functional
537,-6.90224954,37.56776372,non functional
538,-8.98619944,33.6605602,non functional
539,-8.78741457,35.80320256,non functional
540,-6.72825787,38.83858791,non functional
541,-8.99872192,33.66509152,functional
542,-9.15684326,33.83080117,non functional
543,-8.11294506,35.40879448,functional
544,-9.37148289,34.24695325,functional
545,-3.25022121,37.59855768,non functional
546,-4.21202061,35.43676476,functional
547,-7.35113771,36.28278515,non functional
548,-11.10229734,34.81910548,non functional
549,-8.78736302,36.35219160000001,non functional
550,-7.48850571,31.02011166,functional
551,-5.08919537,34.88710801,non functional
552,-7.71758867,35.91395802,functional
553,-9.13627542,34.78081095,functional
554,-10.60630124,38.75638427,functional
555,-6.84217298,33.25824958,non functional
556,-8.85924383,34.03537789,functional
557,-6.64092051,38.78819288,functional
558,-2.81886868,31.75690383,functional
559,-9.89158573,35.34810051,non functional
560,-8.1386234,34.85735486,functional
561,-7.32666569,39.22813309,functional
562,-6.87248615,37.08265447,functional
563,-3.27796788,37.60550564,non functional
564,-9.0881705,34.98635681,non functional
565,-5.99319228,36.69688079,non functional
566,-4.02988782,34.90730493,functional
567,-6.91390781,39.13540896,functional
568,-9.31479104,33.90449057,functional
569,-10.53427849,36.02151061,functional
570,-10.90191427,39.11203037,non functional
571,-3.87439647,33.26558713,functional
572,-3.17637233,34.30392413,functional
573,-4.7475472000000005,29.69282676,non functional
574,-6.78131392,38.85538191,non functional
575,-10.80409189,35.07990174,non functional
576,-7.31978574,38.90402162,non functional
577,-9.72901698,34.79339337,non functional
578,-7.27108392,38.7909743,non functional
579,-4.563839700000001,38.25670091,functional
580,-4.10007773,32.89848608,non functional
581,-4.66060583,34.66827981,functional
582,-7.10179035,39.00010861,functional
583,-8.91545457,33.09696393,functional
584,-3.23459106,33.13340374,non functional
585,-3.56992741,30.62278791,non functional
586,-7.83669775,31.51069241,non functional
587,-4.27929971,38.05373317,non functional
588,-6.06749222,35.52795009,functional
589,-3.48722933,36.81280558,non functional
590,-1.92916438,32.87469644,non functional
591,-7.59014094,36.99765607,functional
592,-1.38298879,34.66643661,non functional
593,-4.48076136,38.07832005,non functional
594,-4.34943584,34.34938384,non functional
595,-6.37243735,36.55646735,non functional
596,-4.76804596,29.64793205,non functional
597,-4.59221358,34.62141989,functional
598,-9.18968342,34.67564069,functional
599,-10.04794964,39.61838747,functional
600,-3.54440659,33.45195532,functional
601,-5.80574788,35.24947251,functional
602,-6.14614159,36.1945552,non functional
603,-3.15937362,33.32829159,non functional
604,-4.21969903,32.88778684,functional
605,-7.75288928,31.06049127,non functional
606,-9.69904756,37.71138317,functional
607,-8.18619122,31.51670542,functional
608,-5.25727852,38.54516639,non functional
609,-8.93950556,33.19362237,non functional
610,-8.82302461,33.84952070000001,non functional
611,-3.55049322,36.91578552,non functional
612,-3.87833847,33.52206697,functional
613,-4.21637305,33.24683363,functional
614,-2.34388649,32.48102458,functional
615,-5.01689148,35.01494868,functional
616,-1.49075217,33.98649901,non functional
617,-9.51626067,35.00284765,non functional
618,-4.6675996,38.26204353,non functional
619,-2.45428074,32.20144687,functional
620,-4.79319402,38.22917276,functional
621,-9.84568307,34.49341359,functional
622,-6.12010157,38.4059458,functional
623,-3.09536601,34.08777811,functional
624,-7.10763364,39.38913797,functional
625,-6.70295524,37.61765733,functional
626,-10.11745269,38.59841982,non functional
627,-1.28284016,31.83004879,functional
628,-5.17532431,38.7854576,functional
629,-5.11538727,38.78423244,non functional
630,-3.85306228,32.26134425,functional
631,-4.51556434,35.79284444,non functional
632,-10.08249511,37.79482782,non functional
633,-10.32506494,38.75159512,non functional
634,-7.84847244,31.17657926,functional
635,-3.28840021,37.55061829,non functional
636,-6.90190842,39.44163826,non functional
637,-7.41749909,39.25586996,functional
638,-10.79262244,37.1240366,non functional
639,-3.29510498,37.38450570000001,functional
640,-4.57232332,30.29392803,non functional
641,-9.14435762,34.02816938,functional
642,-3.29445697,37.33750934,functional
643,-9.25518964,38.99315731,non functional
644,-6.51620381,38.88491495,non functional
645,-4.13497676,37.95085516,non functional
646,-6.44305304,38.90877855,functional
647,-9.44325017,33.94732577,functional
648,-6.38347804,35.89378179,non functional
649,-7.4206565000000015,39.02538594,functional
650,-7.85364993,36.8938688,functional
651,-4.12677766,37.88838341,non functional
652,-7.03154219,36.49807768,functional
653,-4.45507773,29.91365688,functional
654,-4.3241225,30.072180100000004,non functional
655,-9.90286201,39.11931398,non functional
656,-4.25968622,32.77056167,non functional
657,-3.75997333,37.58822234,functional
658,-10.74999138,35.13611688,non functional
659,-2e-08,0.0,non functional
660,-9.89920556,37.9228468,non functional
661,-7.70517682,36.94933741,functional
662,-10.16058464,39.95981636,non functional
663,-10.8140368,35.21865697,functional
664,-3.32106957,36.96582154,non functional
665,-7.55501198,37.04407976,functional
666,-3.91752002,33.05168302,functional
667,-2.83350351,33.52741962,functional
668,-4.26373615,33.61860112,non functional
669,-5.00758563,38.42991551,functional
670,-8.31955912,36.12458333,functional
671,-8.87988853,32.31003605,non functional
672,-3.477757,37.60017121,functional
673,-9.68703952,34.48010737,functional
674,-5.30721266,38.6379396,non functional
675,-10.69588398,36.04431196,functional
676,-9.29217,34.67756553,functional
677,-3.34740782,36.96414702,functional
678,-2e-08,0.0,non functional
679,-8.25902787,35.42447999,functional
680,-1.33369854,31.75404436,non functional
681,-10.70236514,38.53662232,non functional
682,-6.46228226,38.32831948,functional
683,-3.86590618,33.19288483,functional
684,-4.4842508,30.15802804,functional
685,-7.05661653,38.74481472,non functional
686,-1.36886109,30.7932219,functional
687,-3.44214478,33.81524867,functional
688,-11.12343114,34.67368024,functional
689,-4.70215152,35.09244598,non functional
690,-3.82546752,32.73128806,non functional
691,-4.60465381,35.8033711,non functional
692,-4.56498639,35.80132553,functional
693,-3.44166124,31.89493405,non functional
694,-8.85496293,34.01613266,functional
695,-1.67766041,34.29157805,functional
696,-5.67943677,38.88593156,non functional
697,-2e-08,0.0,functional
698,-8.95262633,35.84015138,non functional
699,-9.34143877,34.17887054,functional
700,-3.74702273,33.25045393,functional
701,-1.83421944,34.31717479,non functional
702,-6.89004147,39.11655424,non functional
703,-3.41939862,36.75916018,functional
704,-8.84645501,34.1115539,functional
705,-2.9958472,34.25644023,functional
706,-10.9138826,36.08483856,non functional
707,-1.38578104,31.50434571,functional
708,-3.15696421,34.32154177,non functional
709,-8.921397800000003,36.7256787,functional
710,-7.04104642,38.97356376,non functional
711,-5.11619226,38.71281967,functional
712,-10.95524842,37.23245087,non functional
713,-1.76501198,33.96307757,functional
714,-2.53075133,31.69514651,non functional
715,-3.61321707,37.67524025,non functional
716,-3.28148687,37.36406257,non functional
717,-3.6024107000000005,33.53642426,functional
718,-10.02970191,38.85296314,non functional
719,-3.33275629,37.48989428,functional
720,-2e-08,0.0,functional
721,-6.13876222,37.61516508,functional
722,-10.59052702,36.81736271,non functional
723,-3.63898301,32.45293726,non functional
724,-3.45445766,33.51813022,non functional
725,-9.22787315,33.11236992,non functional
726,-3.27186256,37.22321463,functional
727,-3.32005312,37.34028687,functional
728,-2.23971058,34.9090624,functional
729,-9.0187366,34.62732988,functional
730,-10.54666682,38.68873692,non functional
731,-8.37383633,36.09392434,non functional
732,-3.18222311,34.18813213,functional
733,-2e-08,0.0,non functional
734,-4.30233993,34.69893606,functional
735,-10.49578459,40.34519307,functional
736,-3.73395582,32.6482678,non functional
737,-4.12138622,32.70635561,functional
738,-9.94576837,39.32440422,non functional
739,-6.69601536,35.58055715,non functional
740,-1.56028832,31.17302557,functional
741,-9.4257021,33.07333157,functional
742,-4.51404171,37.91758089,non functional
743,-9.60961559,34.46720492,functional
744,-4.87377259,32.8356512,non functional
745,-8.39023469,31.81774569,non functional
746,-10.3085438,40.14849132,functional
747,-9.08448985,34.79124481,functional
748,-4.7242894999999985,38.35606753,functional
749,-3.24695351,37.28742845,non functional
750,-6.58966561,38.84709509,non functional
751,-1.34052484,30.92891601,functional
752,-4.4006049,35.49199897,functional
753,-2e-08,0.0,functional
754,-10.40988387,39.97562125,functional
755,-2e-08,0.0,functional
