field_1,latitude,longitude,HubName,HubDist
"97",-3.00965923,33.0795039,River/Stream,3.58776819242758
"98",-10.80885305,35.54217277,River/Stream,3.69685094336536
"99",-3.56601953,33.23583842,River/Stream,11.952860288822
"100",-4.99423737,39.04298326,River/Stream,4.69353717729536
"101",-4.09374985,34.56343795,River/Stream,5.80219524371536
"102",-3.55486258,30.65026741,River/Stream,5.72343267790419
"103",-11.31324316,36.95075936,River/Stream,1.60164535978832
"104",-3.21646394,37.17489041,River/Stream,15.497101374253
"105",-3.56996907,37.61640658,River/Stream,13.8779571918218
"106",-3.26949691,33.69790014,River/Stream,7.35497146347915
"107",-3.0251057,31.7673009,River/Stream,20.4969151731836
"108",-7.71054858,35.63048144,River/Stream,8.71119143453038
"109",-9.1306743,33.80508085,River/Stream,5.98353311555119
"110",-3.33074309,36.90832887,River/Stream,3.31559827863505
"111",-3.3445666,36.87553547,River/Stream,10.1569914769078
"112",-3.26790435,31.48904738,River/Stream,18.0014185325055
"113",-9.26648533,33.23267014,River/Stream,3.69801273450758
"114",-6.37279744,36.55702857,River/Stream,4.79705738895422
"115",-1.08048548,31.66327256,River/Stream,4.51338956347914
"116",-6.82950072,37.48747402,River/Stream,5.31628869782934
"117",-2.06349369,33.35647131,River/Stream,20.0546129888255
"118",-2.02266257,34.44864527,River/Stream,36.7471487516603
"119",-5.5923447,37.02381013,River/Stream,8.33890745138566
"120",-9.3449213,34.22303933,River/Stream,2.59978981175509
"121",-1.42926609,31.57239755,River/Stream,13.4123969956516
"122",-2.77016894,31.4647567,River/Stream,4.40337819711626
"123",-2.55618033,36.77862138,River/Stream,14.954415457273
"124",-9.29061569,33.87310388,River/Stream,8.06852060082662
"125",-5.06726885,32.071081,River/Stream,20.2730470427042
"126",-5.18676616,34.71064345,River/Stream,11.3718171860483
"127",-9.31731152,34.64835709,River/Stream,9.17576395608348
"128",-3.77939282,32.95155946,River/Stream,7.17294258701976
"129",-2.69044203,32.99370088,River/Stream,16.1045222458483
"130",-2.93012242,31.6012707,River/Stream,21.565909329906
"131",-3.49366766,36.84150658,River/Stream,2.74498259073753
"132",-8.68481006,33.86126585,River/Stream,0.482952009716153
"133",-4.07660522,32.54432125,River/Stream,16.9081397147344
"134",-4.4646702,38.32726235,River/Stream,8.14716812136579
"135",-9.69622598,34.68859705,River/Stream,10.2426122755179
"136",-9.09504292,32.41352249,River/Stream,9.93223650281562
"137",-10.13363156,39.88898115,River/Stream,6.11546669688721
"138",-3.06136744,31.19411613,River/Stream,2.52007332192525
"139",-2.78450823,31.64732214,River/Stream,3.38954250466991
"140",-9.59608383,33.86084491,River/Stream,12.1107238404858
"141",-6.7716987,37.82346185,River/Stream,12.006312438133
"142",-5.41803094,32.78502522,River/Stream,14.551982649272
"143",-6.29976667,37.44310991,River/Stream,18.5207574971949
"144",-6.86199999,37.88687839,River/Stream,6.66134034564609
"145",-6.89259326,39.1857105,River/Stream,4.84097416286543
"146",-1.59857903,31.65326799,River/Stream,4.6248926208711
"147",-8.91132497,34.98887131,River/Stream,6.07597107523718
"148",-10.02772132,39.6002343,River/Stream,1.66941637828526
"149",-8.69424705,34.35839958,River/Stream,11.3491648320392
"150",-1.24644694,34.45547821,River/Stream,0.684956676433016
"151",-8.77994557,33.78421925,River/Stream,16.9007943884313
"152",-6.98874758,39.52711433,River/Stream,10.1872811292476
"153",-1.72068493,34.56387749,River/Stream,8.96391053750651
"154",-4.46052001,29.80857829,River/Stream,5.96676153721887
"155",-10.91557638,37.41877342,River/Stream,2.99290438165781
"156",-8.9288387,33.54480544,River/Stream,9.33572185848708
"157",-3.64330972,32.17244285,River/Stream,10.9758309354811
"158",-3.12214007,34.08915375,River/Stream,20.5557769469794
"159",-9.70159734,39.55938321,River/Stream,2.43716482819851
"160",-8.86866011,34.94546531,River/Stream,3.70372891354736
"161",-8.68875072,32.06591365,River/Stream,4.04682280363333
"162",-8.84136926,34.68050209,River/Stream,10.7343813338112
"163",-4.52564753,30.26413388,River/Stream,11.9406428163095
"164",-2.54645921,33.16358148,River/Stream,7.43116209824349
"165",-5.32212056,35.0800974,River/Stream,6.14138027523689
"166",-4.42476057,33.43789893,River/Stream,14.7708932106999
"167",-5.10070113,30.90475149,River/Stream,12.1074905551461
"168",-2e-08,0,River/Stream,3342.00499493212
"169",-10.9753631,39.08229758,River/Stream,4.35301972195878
"170",-10.73055089,35.98642477,River/Stream,9.40870374310977
"171",-7.80637606,31.7799078,River/Stream,9.26775693668222
"172",-6.45446888,38.33493265,River/Stream,5.22566904880523
"173",-8.12006358,36.70397575,River/Stream,8.55743191167245
"174",-6.64260892,36.70991445,River/Stream,0.612644667001265
"175",-8.17864388,31.52365762,River/Stream,5.21243093677249
"176",-3.81945703,35.7005422,River/Stream,9.14637877596232
"177",-2e-08,0,River/Stream,3342.00499493212
"178",-9.07440778,33.20344175,River/Stream,4.93448047200797
"179",-5.17227682,38.76743559,River/Stream,15.7108992460649
"180",-7.85014451,35.63419525,River/Stream,7.95859831489699
"181",-7.90660636,39.67094346,River/Stream,6.70169876269115
"182",-3.18469585,36.8272342,River/Stream,1.67058872086414
"183",-8.68938706,32.06802448,River/Stream,3.82746285875713
"184",-7.78306327,39.8543204,River/Stream,28.0248320218656
"185",-8.08918663,35.76391894,River/Stream,3.04359844432233
"186",-8.43639754,33.01476219,River/Stream,2.28969589652938
"187",-1.13959123,31.51225219,River/Stream,1.30009587007291
"188",-8.93211477,33.72402918,River/Stream,5.07220111667426
"189",-8.82993517,33.85161987,River/Stream,6.65603383425144
"190",-4.89751605,34.88475031,River/Stream,7.86736873648192
"191",-8.51078169,34.95840922,River/Stream,6.45892989405997
"192",-8.19550192,35.2725042,River/Stream,1.53683292219815
"193",-6.60873088,38.34276796,River/Stream,4.73651671596292
"194",-9.12973959,34.71600987,River/Stream,1.14358833220993
"195",-10.60671713,39.77883219,River/Stream,3.7585911022749
"196",-4.36699297,37.89233459,River/Stream,22.7756668610437
"197",-3.08465534,37.59718978,River/Stream,8.20111174552953
"198",-2.15235319,33.50998861,River/Stream,29.3724867814657
"199",-3.72624692,33.78466711,River/Stream,9.99300963400274
"200",-2.54922891,30.75176889,River/Stream,9.93007574569585
"201",-4.49407781,34.89458362,River/Stream,8.70250862171363
"202",-9.20451104,34.89930829,River/Stream,6.50069804006545
"203",-8.83707693,34.9203231,River/Stream,2.53243243399233
"204",-2.5554993,30.49985221,River/Stream,8.4805508882836
"205",-1.33162743,31.77582328,River/Stream,9.98890398765106
"206",-9.01509636,32.85025146,River/Stream,9.06953379352968
"207",-3.36937009,36.78231907,River/Stream,7.62240848431092
"208",-6.63641192,38.23544422,River/Stream,1.54958897966155
"209",-3.25083059,35.88015611,River/Stream,8.7229808495684
"210",-8.91716508,34.5688417,River/Stream,2.76148996490652
"211",-9.52747959,33.82643865,River/Stream,2.84327302416198
"212",-5.56948805,30.35823687,River/Stream,2.43273758976795
"213",-9.31914172,33.24244114,River/Stream,7.25118648304885
"214",-4.14888473,37.82287905,River/Stream,9.27955901468123
"215",-9.61165417,33.93868915,River/Stream,19.8488755810071
"216",-3.40154092,37.35509612,River/Stream,17.0417775126119
"217",-3.81255032,33.10016187,River/Stream,8.645101351865
"218",-3.2526794,36.65057433,River/Stream,5.10484625770046
"219",-9.03216574,33.10623082,River/Stream,0.408949265345748
"220",-4.67802251,34.96353666,River/Stream,11.9359933348411
"221",-4.43495404,37.95878138,River/Stream,8.06129377799683
"222",-3.34985393,36.97044487,River/Stream,7.08811905765042
"223",-4.59970578,29.88356158,River/Stream,8.30510067684271
"224",-6.70497547,38.93735313,River/Stream,5.61038870553848
"225",-2.07269915,33.35805782,River/Stream,21.0574769360857
"226",-6.01081035,37.08879175,River/Stream,15.2866865399484
"227",-4.74212404,34.64498869,River/Stream,5.57536888802272
"228",-3.64794666,32.16614798,River/Stream,11.133841198268
"229",-2.84922488,32.91684591,River/Stream,10.5234341295379
"230",-5.13246175,38.4687019,River/Stream,4.34303503869974
"231",-2.07363796,33.00023911,River/Stream,46.2724698486997
"232",-4.64321463,34.98778437,River/Stream,7.24023777764932
"233",-10.99280378,39.33063258,River/Stream,5.53960452660708
"234",-4.50268446,35.53081946,River/Stream,12.1678705679776
"235",-8.95920754,33.333789,River/Stream,5.69418126993871
"236",-4.20136566,33.2773436,River/Stream,27.4416718453999
"237",-6.26635194,37.50789059,River/Stream,2.90920533917994
"238",-8.5683947,33.0591187,River/Stream,6.64433073200562
"239",-5.12551864,38.9738897,River/Stream,8.0925512652427
"240",-6.09538776,36.83283068,River/Stream,2.06864751036905
"241",-2.47636967,31.73311371,River/Stream,13.9364747126792
"242",-6.03113722,35.62759083,River/Stream,10.7024362966831
"243",-4.9549518,39.09126059,River/Stream,2.14394211288866
"244",-7.91507677,35.06153079,River/Stream,8.03770641829435
"245",-1.31490138,31.80083428,River/Stream,8.35936876590532
"246",-7.42197042,35.87761667,River/Stream,4.62266852032702
"247",-5.13617489,38.70152604,River/Stream,4.93051758647787
"248",-3.31993627,37.43964118,River/Stream,5.32117249812362
"249",-7.36829284,39.24417821,River/Stream,5.67985946306387
"250",-8.72031632,34.63225535,River/Stream,6.54620245919169
"251",-10.57239234,38.79470824,River/Stream,2.17423500431109
"252",-3.2649629,37.5816604,River/Stream,7.54140568299204
"253",-2e-08,0,River/Stream,3342.00499493212
"254",-9.5043126,34.3039125,River/Stream,4.15754069111395
"255",-3.91165507,32.50515031,River/Stream,34.0105958486666
"256",-2e-08,0,River/Stream,3342.00499493212
"257",-10.37243798,39.76790839,River/Stream,3.84652705407576
"258",-7.86001982,35.62422947,River/Stream,9.25438960158978
"259",-7.50921781,31.04447027,River/Stream,5.83847884952658
"260",-1.29523982,31.45223354,River/Stream,6.2506648774337
"261",-5.85530454,35.06630886,River/Stream,0.843617711672714
"262",-6.32118,35.63768716,River/Stream,6.84603340317279
"263",-3.75139073,33.0849318,River/Stream,7.80638836916153
"264",-5.79362559,35.91196769,River/Stream,2.43780732508103
"265",-3.39285751,36.76604605,River/Stream,7.45623223069711
"266",-4.43681809,30.12658076,River/Stream,8.73172275322104
"267",-4.18247567,37.56451071,River/Stream,3.09000629489713
"268",-8.95958218,33.30381177,River/Stream,5.1841167595705
"269",-10.56479172,38.80660601,River/Stream,3.0620415216411
"270",-9.45005507,33.69121711,River/Stream,12.6819938411023
"271",-5.630633,32.74750562,River/Stream,32.2982217345373
"272",-8.81026548,32.71120577,River/Stream,5.06330779635184
"273",-3.83408324,33.06037263,River/Stream,10.7015580307908
"274",-3.79134872,30.5365143,River/Stream,7.5058185723826
"275",-11.16676157,34.73579846,River/Stream,9.40267554803877
"276",-8.77905499,36.36552941,River/Stream,2.37410554726067
"277",-4.75461109,39.11013687,River/Stream,2.99098631425882
"278",-3.69879186,37.67816216,River/Stream,13.1738511401902
"279",-7.68709583,31.35287524,River/Stream,9.75900509905487
"280",-4.33258278,30.01709818,River/Stream,3.43576106512962
"281",-3.59108444,30.70845573,River/Stream,11.4312862094435
"282",-3.76408399,33.83495799,River/Stream,8.29336149139037
"283",-3.3307891,36.65864318,River/Stream,3.41654675026258
"284",-5.10506992,30.39148972,River/Stream,8.76940400000147
"285",-2e-08,0,River/Stream,3342.00499493212
"286",-3.2217387,37.29307888,River/Stream,3.49286770842329
"287",-3.56849388,33.99969741,River/Stream,12.0566269437535
"288",-7.90807484,31.53969095,River/Stream,7.36864782660799
"289",-3.41197674,30.74937852,River/Stream,12.6377302625166
"290",-6.89558991,37.59776312,River/Stream,3.6892607136773
"291",-4.26244399,34.84539417,River/Stream,11.2068545698106
"292",-3.17881406,36.90794506,River/Stream,8.40856851126688
"293",-3.30450464,35.73363834,River/Stream,6.56558018199383
"294",-3.30815036,37.37037474,River/Stream,0.530975135132367
"295",-5.97347421,35.86593887,River/Stream,6.84377586608506
"296",-10.84665973,39.73445071,River/Stream,3.89990040776519
"297",-1.84987437,33.04857289,River/Stream,35.9811409437745
"298",-9.24781007,32.6262126,River/Stream,6.86468524901136
"299",-10.87666127,38.69103275,River/Stream,0.300566636921382
"300",-2.50530793,30.51219714,River/Stream,17.5259960031526
"301",-2e-08,0,River/Stream,3342.00499493212
"302",-3.74548548,33.02122705,River/Stream,9.66331872874306
"303",-9.57524712,33.76897675,River/Stream,6.83264860594446
"304",-4.38908379,33.43091711,River/Stream,18.1898839238217
"305",-3.15255484,31.87632762,River/Stream,12.1706073290051
"306",-2e-08,0,River/Stream,3342.00499493212
"307",-9.3522683,33.59620292,River/Stream,1.40667164711899
"308",-4.30052711,35.25506862,River/Stream,0.986403033429007
"309",-7.9593708,39.68832862,River/Stream,1.29303336070151
"310",-10.53104474,36.03263045,River/Stream,1.08788369687334
"311",-8.87481184,33.61237059,River/Stream,7.1240797382037
"312",-9.63286017,33.8783666,River/Stream,16.4570315327109
"313",-1.28905466,30.71672742,River/Stream,63.5079776368041
"314",-7.16541013,38.86287361,River/Stream,6.90574975563219
"315",-3.59878746,30.4743807,River/Stream,14.7519367332364
"316",-8.93900583,32.0258239,River/Stream,5.75085279946816
"317",-10.32095944,40.30198716,River/Stream,11.6192899253174
"318",-5.10821911,38.78345753,River/Stream,13.1478576091044
"319",-8.6421956,34.29424585,River/Stream,6.47569604972639
"320",-10.28367558,40.11676805,River/Stream,13.500409957822
"321",-2e-08,0,River/Stream,3342.00499493212
"322",-6.22393508,36.35396378,River/Stream,4.59717009123586
"323",-2e-08,0,River/Stream,3342.00499493212
"324",-8.85092324,39.46211242,River/Stream,10.1002580673498
"325",-7.97201012,31.36602526,River/Stream,8.16464187131692
"326",-2e-08,0,River/Stream,3342.00499493212
"327",-4.83944178,29.69182833,River/Stream,5.4433996704908
"328",-11.35532944,34.89217109,River/Stream,3.24378324678189
"329",-5.92990107,36.04584041,River/Stream,1.8935049658953
"330",-9.94014777,38.36129061,River/Stream,8.06928094928398
"331",-9.08290229,34.59648052,River/Stream,6.59249859255942
"332",-9.32481172,32.94752532,River/Stream,4.47663626114612
"333",-3.28863325,33.50643109,River/Stream,9.44435610833341
"334",-3.17625599,34.06791698,River/Stream,7.30742334807951
"335",-10.87676104,37.16959606,River/Stream,2.32180172941335
"336",-5.63404591,35.70202678,River/Stream,3.99656815152126
"337",-9.21264691,34.41769364,River/Stream,1.49288313506522
"338",-7.95071025,36.85533064,River/Stream,4.69462842410226
"339",-8.65868897,31.86585448,River/Stream,0.532479642612724
"340",-4.03006799,33.46782217,River/Stream,1.20911226712095
"341",-8.73986417,36.714157,River/Stream,9.28725285117484
"342",-6.23339413,36.55763103,River/Stream,11.3308112157474
"343",-3.34459861,36.6901363,River/Stream,7.02397629285227
"344",-4.41280954,35.51442025,River/Stream,13.9123027233718
"345",-3.3144532,37.52655685,River/Stream,4.18636574435396
"346",-2e-08,0,River/Stream,3342.00499493212
"347",-3.1465134,36.77188524,River/Stream,7.27031406614121
"348",-11.10267439,34.65294448,River/Stream,6.73132753691295
"349",-6.84613413,38.189668,River/Stream,3.7261735563104
"350",-10.56919171,39.73442461,River/Stream,10.0351843249823
"351",-3.56223676,36.98516699,River/Stream,5.48161817130612
"352",-8.61393801,34.33972708,River/Stream,8.76704758206742
"353",-4.77413286,30.03804351,River/Stream,8.75520661171531
"354",-5.04209532,34.67761089,River/Stream,10.5315067423934
"355",-8.56654494,33.45691647,River/Stream,8.16806683791838
"356",-3.52725556,36.83183178,River/Stream,4.47997988014459
"357",-2.13334776,31.45298632,River/Stream,11.3799492941891
"358",-8.95106078,33.72743813,River/Stream,7.18418272794266
"359",-2.9594595,36.94719085,River/Stream,4.58375377150513
"360",-6.22015672,36.41670102,River/Stream,11.5500726836297
"361",-5.84463878,37.04899808,River/Stream,7.8194992574248
"362",-9.61540484,34.4015168,River/Stream,1.82927185627615
"363",-4.02026539,33.35584599,River/Stream,14.7948580781409
"364",-4.50371347,30.20482368,River/Stream,2.42062346452836
"365",-7.69740663,36.95971049,River/Stream,4.36509922681131
"366",-3.36932707,36.84681264,River/Stream,4.58012967730317
"367",-2.15195843,33.46719471,River/Stream,32.4816838610335
"368",-4.8807539,33.10638261,River/Stream,18.3314813814708
"369",-8.13354916,36.65697271,River/Stream,9.05884509664528
"370",-2e-08,0,River/Stream,3342.00499493212
"371",-3.17692667,35.91834892,River/Stream,10.7095601729719
"372",-8.0823985,36.48669063,River/Stream,3.45734574314803
"373",-10.26251276,35.63182868,River/Stream,10.845975313046
"374",-9.0613773,34.58307637,River/Stream,8.5688839387132
"375",-8.14122174,39.18336934,River/Stream,3.4383172686376
"376",-11.44710356,36.88414665,River/Stream,6.7964616686436
"377",-6.17159079,36.23490716,River/Stream,0.939437243598841
"378",-11.3119134,36.96195662,River/Stream,8.93469157462775
"379",-6.08425531,36.72938267,River/Stream,13.4782348458025
"380",-3.54812862,37.54983568,River/Stream,7.88167447060072
"381",-3.30046366,37.33476236,River/Stream,5.98615345501816
"382",-3.3252079,35.66085777,River/Stream,2.54550937014909
"383",-2.97432722,34.21765613,River/Stream,11.969775680924
"384",-8.81788385,36.35436543,River/Stream,3.86838723871766
"385",-10.45739934,35.33758379,River/Stream,1.95650210423461
"386",-7.45825658,33.42849515,River/Stream,4.10729090295184
"387",-4.27140543,32.8186052,River/Stream,31.1670608290188
"388",-3.58425942,36.68729462,River/Stream,8.00113225959197
"389",-9.87356716,34.50392432,River/Stream,20.3254343915149
"390",-2.6736728,33.31855816,River/Stream,6.29273389334675
"391",-8.86304324,32.04720198,River/Stream,3.58910514742133
"392",-9.12297853,34.76969867,River/Stream,2.18772748762792
"393",-6.90254757,39.15988725,River/Stream,7.36499959367551
"394",-3.26130463,37.51103348,River/Stream,3.61627345585002
"395",-4.26978864,37.88913692,River/Stream,14.7888604905298
"396",-8.46718958,34.99999697,River/Stream,10.8752297159755
"397",-10.66709242,39.30951061,River/Stream,10.00623475296
"398",-10.99183394,36.04384037,River/Stream,11.7188689857239
"399",-6.77130648,37.819264,River/Stream,11.641325575949
"400",-10.92589018,38.11780585,River/Stream,2.89941481842134
"401",-3.46538763,36.92693499,River/Stream,8.12104480271841
"402",-2.01163745,32.88066822,River/Stream,56.3124355450937
"403",-9.44602467,33.82500278,River/Stream,0.520258713988675
"404",-2.99658524,33.09165496,River/Stream,4.24897691827528
"405",-3.84954464,32.65185323,River/Stream,14.7646065317693
"406",-2.8630691,33.64477524,River/Stream,2.03060455896192
"407",-7.86736004,35.57900029,River/Stream,1.6867396911521
"408",-7.10013213,37.23667961,River/Stream,4.92951826670568
"409",-11.44864298,37.32334128,River/Stream,7.37008432572112
"410",-7.36693972,30.62028881,River/Stream,4.2176769911078
"411",-8.66717288,34.85214846,River/Stream,3.10418951156652
"412",-7.13289579,36.93386583,River/Stream,8.49038998674575
"413",-2.7845813,30.95668868,River/Stream,12.2272334943773
"414",-3.79164451,37.64666821,River/Stream,14.0755818076304
"415",-9.72147456,34.4797207,River/Stream,7.81972436949622
"416",-2.54770471,32.50846356,River/Stream,4.32972468861339
"417",-6.93801296,39.17840407,River/Stream,6.15903181979551
"418",-11.30350354,34.83510749,River/Stream,1.39548145125874
"419",-6.8202965,37.06946585,River/Stream,11.4126501137295
"420",-3.39258445,37.48326369,River/Stream,7.20359917916534
"421",-3.20928183,37.0304035,River/Stream,2.7174065559057
"422",-6.72041799,39.04848579,River/Stream,5.85550505146727
"423",-8.70124771,34.3749434,River/Stream,11.0667079893657
"424",-7.75992386,38.83957764,River/Stream,9.07678198733801
"425",-3.2451682,37.35486229,River/Stream,0.954927317082043
"426",-3.20935984,35.94500825,River/Stream,11.9941454575522
"427",-1.21231446,31.82735182,River/Stream,3.91156175724314
"428",-6.97320593,39.17884933,River/Stream,2.09512233438497
"429",-8.8435735,33.24888389,River/Stream,2.37201482786068
"430",-3.29718526,37.27119332,River/Stream,12.1125757591375
"431",-3.80931874,33.01279745,River/Stream,14.4532219707935
"432",-4.13690289,35.87087695,River/Stream,6.33974909382692
"433",-2e-08,0,River/Stream,3342.00499493212
"434",-9.17665663,33.54222258,River/Stream,6.48934351243813
"435",-3.44935828,37.41089685,River/Stream,2.05270602928933
"436",-3.30484906,36.65918148,River/Stream,3.35124877516359
"437",-3.6079163,33.46966096,River/Stream,4.25307103555186
"438",-7.65826289,39.14943018,River/Stream,4.73025163953825
"439",-1.2126409,31.61498498,River/Stream,3.46584491063227
"440",-9.61128322,37.97008233,River/Stream,7.5137511389574
"441",-9.99109379,38.96698938,River/Stream,5.59179419679726
"442",-7.85579928,36.89839974,River/Stream,6.98306793105059
"443",-8.58236567,34.84505919,River/Stream,10.0640370320204
"444",-8.54589527,36.02607935,River/Stream,13.2436282686619
"445",-8.88165906,39.49151322,River/Stream,4.95663211507061
"446",-8.75232028,33.44574404,River/Stream,7.34381954058524
"447",-2.82067589,33.52797453,River/Stream,12.9143796718256
"448",-4.87487688,29.82376296,River/Stream,3.63564676621579
"449",-9.26773755,33.88927158,River/Stream,5.35236590942971
"450",-10.90308413,39.57054828,River/Stream,15.5087329180279
"451",-8.38308888,33.00045117,River/Stream,9.25494499834285
"452",-9.12239269,34.78207959,River/Stream,3.36254966992914
"453",-3.45504725,36.85403955,River/Stream,5.4493505237288
"454",-3.83221112,33.81341932,River/Stream,0.336161531656113
"455",-11.13603413,38.24224578,River/Stream,1.4545614603286
"456",-8.08846585,36.69906756,River/Stream,5.37000268168127
"457",-9.20234087,34.70473384,River/Stream,8.51965971181845
"458",-9.86254017,39.07821972,River/Stream,8.60960900722063
"459",-3.85714836,33.28236873,River/Stream,8.41417083739819
"460",-4.34519815,37.89366796,River/Stream,20.6437652111045
"461",-6.40813861,38.67500341,River/Stream,12.6959220656774
"462",-1.63276881,31.52611967,River/Stream,4.69540744931906
"463",-3.1403549,30.87464627,River/Stream,5.45222749071472
"464",-3.12675292,37.63139468,River/Stream,5.63656742658629
"465",-3.02923374,35.68945716,River/Stream,12.3752280393878
"466",-11.09305121,37.17327799,River/Stream,3.17795781619128
"467",-10.47927001,35.76409768,River/Stream,6.56751963987607
